0.456601 0.432806 
0.611378 0.528625 
0.450299 0.711606 
0.639015 0.460744 
0.56621 0.289358 
0.567653 0.295473 
0.436024 0.415776 
0.545414 0.367502 
0.391759 0.610347 
0.521857 0.576906 
0.719419 0.436481 
0.498224 0.4284 
0.274052 0.480432 
0.38284 0.544069 
0.424923 0.284826 
0.443296 0.326979 
0.50435 0.31105 
0.641832 0.446342 
0.393994 0.435549 
0.531041 0.629565 
0.688897 0.524163 
0.649396 0.374109 
0.625895 0.297862 
0.334226 0.471608 
0.741628 0.588991 
0.565063 0.436881 
0.35076 0.47315 
0.568143 0.422846 
0.498289 0.389117 
0.603725 0.468397 
0.58885 0.475244 
0.698996 0.391536 
0.415527 0.526149 
0.291947 0.427233 
0.437561 0.644688 
0.333454 0.469013 
0.441192 0.515413 
0.570696 0.626296 
0.706547 0.352662 
0.443121 0.632249 
0.700979 0.605833 
0.679441 0.333864 
0.715937 0.536977 
0.479752 0.700788 
0.490086 0.629423 
0.466037 0.626851 
0.323512 0.63935 
0.447338 0.734832 
0.570705 0.332248 
0.622781 0.330693 
0.600689 0.292815 
0.667654 0.575272 
0.612763 0.502757 
0.328604 0.441313 
0.306565 0.351961 
0.605177 0.482149 
0.598145 0.55326 
0.443472 0.462254 
0.422175 0.341039 
0.455506 0.411712 
0.734719 0.575854 
0.515538 0.724576 
0.327315 0.626381 
0.434634 0.363416 
0.480223 0.398718 
0.537961 0.60774 
0.319763 0.624192 
0.528467 0.548024 
0.333318 0.468498 
0.675384 0.319703 
0.409515 0.428427 
0.500662 0.626592 
0.501263 0.574849 
0.689241 0.38632 
0.744637 0.486579 
0.547731 0.66846 
0.55729 0.617882 
0.541604 0.479915 
0.513797 0.628531 
0.479167 0.649591 
0.395823 0.658845 
0.578743 0.694188 
0.60589 0.530394 
0.407653 0.440707 
0.516001 0.45853 
0.591336 0.265449 
0.486232 0.463547 
0.411436 0.404496 
0.467999 0.412873 
0.581956 0.687203 
0.679308 0.383563 
0.389371 0.573406 
0.678105 0.332927 
0.34969 0.432993 
0.285387 0.444062 
0.480281 0.746557 
0.716596 0.496177 
0.627569 0.552347 
0.308635 0.606506 
0.518435 0.625593 
0.536421 0.319285 
0.636051 0.452177 
0.655084 0.67377 
0.381049 0.344285 
0.29388 0.566032 
0.395057 0.307761 
0.587528 0.502985 
0.475772 0.657116 
0.431208 0.453605 
0.427137 0.732422 
0.509538 0.693178 
0.51817 0.511141 
0.682342 0.430784 
0.530967 0.298529 
0.600898 0.663543 
0.467802 0.394784 
0.387755 0.679711 
0.367825 0.437216 
0.43639 0.411283 
0.626037 0.433024 
0.505477 0.539542 
0.522194 0.703181 
0.471777 0.606465 
0.505053 0.66941 
0.309617 0.526591 
0.624951 0.44761 
0.505362 0.675069 
0.623523 0.642175 
0.291119 0.362465 
0.341352 0.48369 
0.61629 0.462639 
0.706861 0.461308 
0.681963 0.573433 
0.566358 0.491354 
0.70862 0.418448 
0.524969 0.48561 
0.465675 0.566997 
0.641179 0.468606 
0.435444 0.621155 
0.358125 0.477791 
0.363993 0.603208 
0.412022 0.389329 
0.589005 0.726746 
0.431327 0.575066 
0.58092 0.279201 
0.614978 0.489429 
0.490852 0.363788 
0.41264 0.412252 
0.697468 0.493922 
0.496734 0.705996 
0.368502 0.538241 
0.377835 0.334701 
0.40113 0.324996 
0.688696 0.641825 
0.441495 0.273924 
0.444584 0.402546 
0.495218 0.5429 
0.619717 0.693813 
0.29735 0.483082 
0.620989 0.496619 
0.480842 0.380709 
0.513241 0.469002 
0.697731 0.397722 
0.462757 0.546525 
0.450744 0.309056 
0.461485 0.453547 
0.643502 0.646384 
0.330098 0.614298 
