0.58 0.61 0.47 0.13 0.5 0 0.48 0.22 2 
0.43 0.67 0.48 0.27 0.5 0 0.53 0.22 2 
0.64 0.62 0.49 0.15 0.5 0 0.53 0.22 2 
0.42 0.44 0.48 0.54 0.5 0 0.48 0.22 2 
0.51 0.4 0.56 0.17 0.5 0.5 0.49 0.22 0 
0.5 0.54 0.48 0.65 0.5 0 0.53 0.22 2 
0.55 0.5 0.66 0.36 0.5 0 0.49 0.22 2 
0.4 0.39 0.6 0.15 0.5 0 0.58 0.3 0 
0.43 0.39 0.54 0.21 0.5 0 0.53 0.27 1 
0.4 0.42 0.57 0.35 0.5 0 0.53 0.25 0 
0.6 0.4 0.52 0.46 0.5 0 0.53 0.22 2 
0.66 0.55 0.45 0.19 0.5 0 0.46 0.22 2 
0.47 0.39 0.5 0.11 0.5 0 0.49 0.4 0 
0.58 0.47 0.54 0.11 0.5 0 0.51 0.26 1 
0.5 0.34 0.55 0.21 0.5 0 0.49 0.22 1 
0.45 0.4 0.5 0.16 0.5 0 0.5 0.22 0 
0.43 0.44 0.48 0.22 0.5 0 0.51 0.22 0 
0.73 0.63 0.42 0.3 0.5 0 0.49 0.22 0 
0.46 0.53 0.52 0.15 0.5 0 0.58 0.22 0 
0.51 0.51 0.52 0.51 0.5 0 0.54 0.22 2 
0.59 0.45 0.53 0.19 0.5 0 0.59 0.27 0 
0.63 0.67 0.57 0.24 0.5 0 0.49 0.22 2 
0.8 0.88 0.36 0.39 0.5 0 0.56 0.33 5 
0.53 0.54 0.43 0.1 0.5 0 0.57 0.32 1 
0.38 0.61 0.61 0.12 0.5 0 0.53 0.47 0 
0.33 0.55 0.51 0.43 0.5 0 0.51 0.22 1 
0.78 0.74 0.42 0.26 0.5 0 0.43 0.22 5 
0.72 0.61 0.45 0.3 0.5 0 0.54 0.25 2 
0.4 0.45 0.57 0.18 0.5 0 0.56 0.26 0 
0.59 0.53 0.43 0.44 0.5 0 0.5 0.22 2 
0.86 0.68 0.39 0.24 0.5 0 0.54 0.22 4 
0.86 0.74 0.51 0.4 0.5 0 0.55 0.22 4 
0.79 0.57 0.41 0.28 0.5 0 0.59 0.22 4 
0.37 0.36 0.56 0.18 0.5 0 0.48 0.26 7 
0.53 0.31 0.58 0.39 0.5 0 0.47 0.37 1 
0.74 0.75 0.58 0.47 0.5 0 0.4 0.35 4 
0.74 0.57 0.51 0.28 0.5 0 0.58 0.22 7 
0.42 0.24 0.34 0.16 0.5 0 0.5 0.22 3 
0.48 0.39 0.51 0.21 0.5 0 0.52 0.28 0 
0.45 0.46 0.55 0.43 0.5 0 0.55 0.38 1 
0.56 0.48 0.58 0.27 0.5 0 0.51 0.22 0 
0.64 0.59 0.56 0.23 0.5 0 0.46 0.22 0 
0.66 0.62 0.49 0.1 0.5 0 0.49 0.22 0 
0.53 0.44 0.51 0.33 0.5 0 0.55 0.22 0 
0.38 0.49 0.53 0.19 0.5 0 0.5 0.22 0 
0.43 0.35 0.52 0.52 0.5 0 0.54 0.22 2 
0.37 0.32 0.47 0.18 0.5 0 0.45 0.25 1 
0.48 0.43 0.51 0.32 0.5 0 0.52 0.43 1 
0.54 0.48 0.44 0.08 0.5 0 0.52 0.27 0 
0.6 0.47 0.45 0.22 0.5 0 0.51 0.29 0 
0.34 0.46 0.57 0.09 0.5 0 0.55 0.22 0 
0.47 0.39 0.59 0.15 0.5 0 0.57 0.22 0 
0.81 0.85 0.47 0.37 0.5 0 0.56 0.22 6 
0.48 0.42 0.52 0.24 0.5 0 0.56 0.22 0 
0.6 0.5 0.44 0.61 0.5 0 0.47 0.22 2 
0.45 0.55 0.54 0.66 0.5 0 0.47 0.22 2 
0.46 0.49 0.58 0.23 0.5 0 0.44 0.22 2 
0.63 0.53 0.54 0.4 0.5 0 0.5 0.22 2 
0.5 0.54 0.53 0.54 0.5 0 0.51 0.27 2 
0.63 0.57 0.59 0.4 0.5 0 0.38 0.22 2 
0.48 0.45 0.55 0.5 0.5 0 0.53 0.22 2 
0.5 0.58 0.46 0.46 0.5 0 0.46 0.22 2 
0.51 0.54 0.6 0.57 0.5 0 0.58 0.22 2 
0.67 0.62 0.4 0.43 0.5 0.83 0.5 0.22 2 
0.28 0.58 0.21 0.13 0.5 0 0.51 0.22 3 
0.39 0.44 0.35 0.16 0.5 0 0.55 0.22 3 
0.5 0.52 0.59 0.3 0.5 0 0.51 0.35 1 
0.42 0.47 0.52 0.41 0.5 0 0.53 0.32 0 
0.36 0.46 0.62 0.46 0.5 0 0.51 0.33 0 
0.4 0.45 0.56 0.2 0.5 0 0.45 0.22 0 
0.33 0.43 0.64 0.16 0.5 0 0.52 0.52 1 
0.49 0.61 0.49 0.25 0.5 0 0.5 0.28 0 
0.69 0.7 0.52 0.36 0.5 0 0.46 0.22 6 
0.61 0.72 0.39 0.33 0.5 0 0.58 0.22 2 
0.78 0.75 0.4 0.28 0.5 0 0.53 0.22 2 
0.36 0.58 0.35 0.24 0.5 0 0.44 0.22 3 
0.36 0.43 0.39 0.12 0.5 0 0.49 0.22 3 
0.47 0.52 0.5 0.4 0.5 0 0.41 0.22 0 
0.47 0.39 0.55 0.24 0.5 0 0.47 0.22 0 
0.44 0.59 0.36 0.16 0.5 0 0.52 0.22 3 
0.42 0.35 0.54 0.18 0.5 0 0.56 0.22 0 
0.65 0.65 0.52 0.16 0.5 0 0.6 0.22 0 
0.27 0.6 0.48 0.23 0.5 0 0.55 0.22 0 
0.45 0.41 0.5 0.46 0.5 0.5 0.5 0.27 8 
0.3 0.32 0.57 0.19 0.5 0 0.48 0.55 1 
0.4 0.44 0.49 0.47 0.5 0 0.49 0.27 1 
0.45 0.51 0.5 0.16 0.5 0 0.52 1 1 
0.59 0.67 0.56 0.41 0.5 0 0.47 0.22 2 
0.47 0.47 0.57 0.48 0.5 0 0.48 0.22 2 
0.35 0.52 0.48 0.22 0.5 0 0.26 0.22 2 
0.64 0.62 0.29 0.28 0.5 0 0.51 0.22 2 
0.55 0.53 0.55 0.46 0.5 0 0.52 0.22 2 
0.67 0.62 0.54 0.43 0.5 0 0.53 0.22 2 
0.54 0.55 0.34 0.31 0.5 0 0.54 0.22 3 
0.58 0.62 0.54 0.17 0.5 0 0.48 0.22 2 
0.4 0.38 0.53 0.16 0.5 0 0.52 0.27 1 
0.53 0.51 0.55 0.05 0.5 0 0.45 0.25 1 
0.41 0.4 0.59 0.47 0.5 0 0.48 0.43 0 
0.5 0.64 0.57 0.15 0.5 0 0.47 0.22 0 
0.6 0.5 0.57 0.25 0.5 0 0.41 0.26 0 
0.62 0.51 0.52 0.42 0.5 0 0.54 0.27 1 
0.35 0.58 0.54 0.16 0.5 0 0.51 0.22 1 
0.39 0.58 0.5 0.26 0.5 0 0.54 0.59 3 
0.48 0.54 0.5 0.17 0.5 0 0.53 0.22 1 
0.29 0.32 0.58 0.15 0.5 0 0.5 0.3 0 
0.39 0.47 0.56 0.16 0.5 0 0.47 0.22 0 
0.58 0.48 0.51 0.47 0.5 0 0.55 0.22 1 
0.64 0.6 0.57 0.19 0.5 0 0.43 0.22 1 
0.43 0.57 0.53 0.16 0.5 0 0.54 0.22 0 
0.28 0.37 0.61 0.09 0.5 0 0.52 0.55 1 
0.59 0.48 0.5 0.14 0.5 0 0.45 0.25 0 
0.26 0.36 0.47 0.34 0.5 0 0.53 0.72 1 
0.51 0.34 0.5 0.19 0.5 0 0.5 0.22 1 
0.58 0.5 0.5 0.12 0.5 0 0.48 0.25 1 
0.41 0.39 0.44 0.34 0.5 0 0.48 0.4 1 
0.45 0.43 0.51 0.24 0.5 0 0.54 0.33 0 
0.36 0.68 0.46 0.16 0.5 0 0.53 0.28 1 
0.42 0.43 0.56 0.1 0.5 0 0.49 0.22 0 
0.67 0.71 0.52 0.65 0.5 0 0.53 0.36 1 
0.49 0.47 0.53 0.16 0.5 0 0.48 0.27 1 
0.4 0.42 0.71 0.21 0.5 0 0.54 0.32 0 
0.4 0.42 0.71 0.21 0.5 0 0.54 0.32 0 
0.54 0.49 0.49 0.2 0.5 0 0.52 0.22 0 
0.57 0.51 0.53 0.18 0.5 0 0.56 0.25 1 
0.35 0.45 0.43 0.11 0.5 0 0.56 0.22 3 
0.42 0.42 0.42 0.2 0.5 0 0.49 0.22 3 
0.39 0.42 0.38 0.4 0.5 0 0.49 0.47 3 
0.26 0.44 0.3 0.11 0.5 0 0.51 0.47 3 
0.31 0.44 0.53 0.23 0.5 0 0.51 0.32 1 
0.66 0.45 0.5 0.23 0.5 0 0.49 0.22 0 
0.21 0.41 0.55 0.11 0.5 0 0.5 0.27 0 
0.38 0.68 0.44 0.45 0.5 0 0.53 0.22 2 
0.31 0.31 0.56 0.33 0.5 0 0.52 0.33 1 
0.49 0.31 0.49 0.35 0.5 0 0.51 0.29 1 
0.38 0.37 0.56 0.21 0.5 0 0.49 0.22 1 
0.24 0.34 0.69 0.18 0.5 0 0.52 0.22 0 
0.49 0.43 0.51 0.13 0.5 0 0.47 0.22 0 
0.54 0.38 0.52 0.18 0.5 0 0.48 0.22 0 
0.48 0.64 0.61 0.23 0.5 0 0.6 0.22 0 
0.31 0.55 0.52 0.17 0.5 0 0.52 0.22 0 
0.32 0.57 0.5 0.15 0.5 0 0.53 0.22 0 
0.32 0.42 0.52 0.24 0.5 0 0.6 0.22 0 
0.59 0.5 0.52 0.28 0.5 0 0.55 0.25 0 
0.37 0.42 0.51 0.11 0.5 0 0.57 0.22 0 
0.75 0.7 0.38 0.27 0.5 0 0.49 0.22 5 
0.44 0.42 0.6 0.21 0.5 0 0.57 0.22 0 
0.52 0.51 0.51 0.54 0.5 0 0.55 0.27 2 
0.63 0.56 0.45 0.58 0.5 0 0.51 0.22 2 
0.52 0.56 0.54 0.53 0.5 0 0.45 0.22 2 
0.58 0.58 0.58 0.49 0.5 0 0.49 0.26 2 
0.72 0.62 0.34 0.29 0.5 0 0.56 0.28 2 
0.72 0.61 0.37 0.3 0.5 0 0.57 0.22 2 
0.48 0.45 0.59 0.2 0.5 0 0.58 0.34 1 
0.46 0.44 0.52 0.11 0.5 0 0.5 0.22 0 
0.43 0.53 0.52 0.13 0.5 0 0.55 0.22 0 
0.51 0.51 0.43 0.87 0.5 0 0.52 0.22 2 
0.57 0.53 0.53 0.34 0.5 0 0.53 0.22 2 
0.49 0.39 0.52 0.29 0.5 0 0.48 0.22 6 
0.64 0.56 0.56 0.22 0.5 0 0.45 0.22 0 
0.41 0.46 0.59 0.19 0.5 0 0.58 0.27 1 
0.58 0.51 0.49 0.27 0.5 0 0.57 0.29 0 
0.43 0.57 0.51 0.49 0.5 0 0.48 0.22 2 
0.8 0.63 0.45 0.29 0.5 0 0.51 0.22 6 
0.38 0.5 0.37 0.26 0.5 0 0.43 0.22 3 
0.48 0.23 0.57 0.27 0.5 0 0.48 0.47 1 
0.44 0.52 0.41 0.23 0.5 0 0.51 0.22 1 
0.47 0.41 0.66 0.26 0.5 0 0.53 0.22 2 
0.46 0.71 0.48 0.53 0.5 0 0.53 0.22 2 
0.34 0.54 0.5 0.21 0.5 0 0.54 0.31 0 
0.37 0.46 0.4 0.27 0.5 0 0.45 0.22 1 
0.44 0.39 0.53 0.14 0.5 0 0.54 0.44 0 
0.71 0.59 0.48 0.43 0.5 0 0.59 0.22 2 
0.26 0.5 0.33 0.28 0.5 0 0.51 0.22 3 
0.44 0.38 0.48 0.32 0.5 0.83 0.53 0.22 8 
0.43 0.57 0.53 0.53 0.5 0 0.53 0.25 0 
