0.42 0.44 0.48 0.54 0.5 0 0.48 0.22 1
0.4 0.39 0.6 0.15 0.5 0 0.58 0.3 -1
0.66 0.55 0.45 0.19 0.5 0 0.46 0.22 1
0.61 0.6 0.55 0.21 0.5 0 0.5 0.25 -1
0.46 0.53 0.52 0.15 0.5 0 0.58 0.22 1
0.8 0.88 0.36 0.39 0.5 0 0.56 0.33 -1
0.78 0.74 0.42 0.26 0.5 0 0.43 0.22 1
0.57 0.53 0.53 0.34 0.5 0 0.53 0.22 -1
0.37 0.36 0.56 0.18 0.5 0 0.48 0.26 1
0.42 0.24 0.34 0.16 0.5 0 0.5 0.22 -1
0.64 0.59 0.56 0.23 0.5 0 0.46 0.22 1
0.45 0.58 0.48 0.67 0.5 0 0.52 0.22 -1
0.54 0.48 0.44 0.08 0.5 0 0.52 0.27 1
0.81 0.85 0.47 0.37 0.5 0 0.56 0.22 -1
0.46 0.49 0.58 0.23 0.5 0 0.44 0.22 1
0.43 0.57 0.51 0.49 0.5 0 0.48 0.22 -1
0.67 0.62 0.4 0.43 0.5 0.83 0.5 0.22 1
0.42 0.47 0.52 0.41 0.5 0 0.53 0.32 -1
0.49 0.61 0.49 0.25 0.5 0 0.5 0.28 1
0.64 0.57 0.57 0.27 0.5 0 0.37 0.22 -1
0.47 0.39 0.55 0.24 0.5 0 0.47 0.22 1
0.27 0.6 0.48 0.23 0.5 0 0.55 0.22 -1
0.45 0.51 0.5 0.16 0.5 0 0.52 1 1
0.47 0.41 0.66 0.26 0.5 0 0.53 0.22 -1
0.54 0.55 0.34 0.31 0.5 0 0.54 0.22 1
0.41 0.4 0.59 0.47 0.5 0 0.48 0.43 -1
0.35 0.58 0.54 0.16 0.5 0 0.51 0.22 1
0.47 0.32 0.64 0.3 0.5 0 0.63 0.22 -1
0.43 0.57 0.53 0.16 0.5 0 0.54 0.22 1
0.51 0.34 0.5 0.19 0.5 0 0.5 0.22 -1
