3.63 2.89 1.62 2.63 3.66 2.37 
6.55 8.42 8.8 8.31 8.51 7.71 
1.86 0.26 5.47 5 3.21 2.8 
2.3 2.19 0.68 0.25 4.55 2.12 
7.43 7.63 8.89 9.07 9.63 7.46 
1.06 0.61 5.98 5.34 1.64 5.59 
8.32 7.81 8.38 8.14 7.61 8.9 
8.85 7.37 9.49 9.49 7.24 7.71 
8.41 6.14 8.38 8.05 6.49 7.97 
3.01 1.32 4.79 3.98 1.49 5.42 
3.19 1.93 4.53 4.66 1.72 5.25 
5.84 8.86 7.86 8.73 7.76 8.64 
3.63 2.37 6.67 5.68 5.22 1.95 
3.63 2.98 7.09 7.2 6.34 5.51 
3.98 4.04 3.93 5.85 3.43 6.19 
3.27 2.81 2.31 2.03 3.88 1.86 
1.5 1.67 4.44 2.8 6.19 6.36 
4.16 4.82 8.8 7.54 7.09 8.05 
3.27 3.16 4.36 3.14 8.51 8.64 
2.65 1.32 4.44 2.8 5.75 5.08 
3.27 4.21 1.88 2.29 4.18 2.37 
6.99 8.51 9.06 8.98 8.06 8.05 
7.96 7.63 9.06 8.31 8.81 8.56 
7.52 5.35 9.06 7.63 6.49 7.37 
5.75 7.19 7.52 8.98 9.1 8.05 
3.89 3.16 3.08 2.37 3.96 1.44 
8.05 9.39 9.49 8.47 8.73 9.32 
8.14 8.16 8.97 8.73 9.7 9.15 
3.36 3.68 0.85 0 4.18 0 
7.7 6.84 9.06 8.73 8.81 7.8 
10 7.81 8.8 8.73 8.13 9.66 
5.4 5.09 8.46 8.31 8.96 8.81 
3.98 4.04 0.51 2.46 4.33 2.12 
3.89 1.93 4.7 5.17 2.76 6.69 
3.01 2.46 5.3 4.24 3.73 6.27 
8.23 8.07 9.15 8.9 9.33 8.64 
0 1.75 4.27 4.83 6.57 8.56 
4.87 2.37 5.04 5 6.04 5.42 
5.93 6.75 7.35 7.97 7.46 5.76 
2.65 1.23 7.18 6.36 2.24 2.88 
0.53 2.37 4.44 4.49 6.27 7.12 
2.48 2.98 6.24 4.32 5.67 7.71 
9.03 5.35 9.74 9.83 6.19 7.03 
3.27 1.49 2.74 4.58 4.55 6.44 
8.67 8.33 8.97 8.9 9.55 8.05 
9.12 6.93 8.89 9.24 6.34 9.24 
8.58 6.75 8.55 7.8 8.73 8.98 
6.81 5 7.35 7.88 7.24 7.29 
6.64 4.3 7.44 7.88 5.45 6.95 
4.6 2.37 5.38 4.92 5.3 2.12 
1.24 1.67 4.62 3.31 4.55 1.86 
7.52 6.84 9.06 9.24 8.88 7.12 
7.88 7.98 8.8 9.24 7.46 9.07 
6.37 3.51 7.52 7.2 6.64 5.59 
9.29 9.65 9.23 9.32 8.73 9.49 
1.77 3.25 5.81 5.42 5.52 5.85 
8.32 8.77 8.03 7.88 8.21 8.47 
