-102.58 -99.46 3599.92
-8074.07 101.63 98.99
-101.01 -9109.56 101.63
-2.58 0.54 24.52
-7.75 1.63 -1.01
-1.01 5.53 1.63
-197.53 -198.54 -8738.28
-5991.36 203.70 198.54
-201.46 6855.28 203.70
2.47 1.46 -8.98
-20.71 3.70 -1.46
-1.46 2.01 3.70
-101.02 -101.02 7003.27
-6446.09 100.02 101.44
-98.56 -4658.44 100.02
-1.02 -1.02 -9.72
-7.66 0.02 1.44
1.44 -4.04 0.02
-198.73 -198.52 -4862.39
5984.88 197.37 200.75
-199.25 -8413.05 197.37
1.27 1.48 15.10
4.52 -2.63 0.75
0.75 -1.79 -2.63
-100.72 -100.96 5996.49
-5087.23 98.99 101.59
-98.41 28.15 98.99
-0.72 -0.96 8.12
13.35 -1.01 1.59
1.59 1.37 -1.01
-202.08 -200.87 7735.32
-953.50 201.05 198.23
-201.77 2600.27 201.05
-2.08 -0.87 18.63
24.08 1.05 -1.77
-1.77 -8.72 1.05
-100.51 -99.50 -4104.37
4416.30 99.41 103.22
-96.78 -9904.66 99.41
-0.51 0.50 15.23
9.71 -0.59 3.22
3.22 -7.91 -0.59
-201.86 -200.57 -8809.27
-3442.12 201.24 196.05
-203.95 8355.23 201.24
-1.86 -0.57 8.74
6.09 1.24 -3.95
-3.95 1.54 1.24
-101.43 -99.20 4235.64
-5901.21 99.43 97.99
-102.01 8501.23 99.43
-1.43 0.80 2.51
12.83 -0.57 -2.01
-2.01 16.01 -0.57
-198.22 -198.14 -3619.04
-307.00 198.36 198.84
-201.16 -5915.10 198.36
1.78 1.86 10.33
4.32 -1.64 -1.16
-1.16 -17.04 -1.64
-100.63 -99.97 -8770.69
-3797.21 102.85 99.34
-100.66 -26.32 102.85
-0.63 0.03 2.10
-15.55 2.85 -0.66
-0.66 -10.01 2.85
-201.21 -199.80 -3438.41
-5249.09 202.16 201.23
-198.77 1272.99 202.16
-1.21 0.20 10.04
0.94 2.16 1.23
1.23 -8.37 2.16
-98.69 -101.35 1309.49
-8086.44 102.42 98.61
-101.39 3969.16 102.42
1.31 -1.35 -10.30
2.59 2.42 -1.39
-1.39 6.94 2.42
-202.99 -200.16 4296.03
-4023.56 199.49 200.54
-199.46 7189.21 199.49
-2.99 -0.16 -9.63
-14.71 -0.51 0.54
0.54 13.82 -0.51
-99.61 -102.92 1446.66
-6556.84 98.53 98.08
-101.92 4997.14 98.53
0.39 -2.92 -1.54
5.74 -1.47 -1.92
-1.92 -9.53 -1.47
-197.80 -199.98 -2351.19
-464.54 200.85 201.23
-198.77 -1576.16 200.85
2.20 0.02 7.71
5.26 0.85 1.23
1.23 -13.87 0.85
-100.20 -96.14 4396.69
1031.65 99.94 103.19
-96.81 -2087.20 99.94
-0.20 3.86 -20.98
-4.47 -0.06 3.19
3.19 6.30 -0.06
-195.90 -200.76 -6660.19
4838.15 200.00 198.88
-201.12 -1590.05 200.00
4.10 -0.76 -2.97
5.23 -0.00 -1.12
-1.12 -5.14 -0.00
-99.05 -102.57 4618.94
5438.06 97.54 102.14
-97.86 -516.12 97.54
0.95 -2.57 -3.97
7.08 -2.46 2.14
2.14 -6.72 -2.46
-200.33 -195.89 -3209.90
-7909.88 196.65 197.42
-202.58 2118.47 196.65
-0.33 4.11 -7.02
-13.05 -3.35 -2.58
-2.58 -1.04 -3.35
-96.78 -100.32 1348.11
1313.09 99.96 96.82
-103.18 7060.36 99.96
3.22 -0.32 34.57
15.67 -0.04 -3.18
-3.18 -1.45 -0.04
-199.80 -199.72 8994.96
7235.78 204.10 198.15
-201.85 1956.48 204.10
0.20 0.28 15.32
-16.57 4.10 -1.85
-1.85 3.19 4.10
-100.16 -99.97 996.80
-8937.67 95.60 99.97
-100.03 8756.06 95.60
-0.16 0.03 -0.49
-4.84 -4.40 -0.03
-0.03 -8.46 -4.40
-201.46 -201.26 -6875.73
4389.99 201.79 200.88
-199.12 -3526.08 201.79
-1.46 -1.26 -13.14
3.87 1.79 0.88
0.88 -2.61 1.79
-99.95 -99.07 8091.91
