0.456601 0.432806 0
0.611378 0.528625 0
0.450299 0.711606 0
0.639015 0.460744 0
0.628957 0.32347 4
0.56621 0.289358 0
0.567653 0.295473 0
0.436024 0.415776 0
0.545414 0.367502 0
0.439453 0.547867 0
0.5122 0.500865 0
0.391759 0.610347 0
0.521857 0.576906 0
0.719419 0.436481 0
0.299533 0.623063 4
0.498224 0.4284 0
0.274052 0.480432 0
0.38284 0.544069 0
0.424923 0.284826 4
0.520724 0.325427 0
0.443296 0.326979 0
0.398821 0.449178 0
0.50435 0.31105 0
0.641832 0.446342 0
0.387514 0.583578 0
0.393994 0.435549 0
0.531041 0.629565 0
0.688897 0.524163 1
0.649396 0.374109 4
0.465588 0.380826 0
0.625895 0.297862 4
0.334226 0.471608 0
0.366801 0.709811 4
0.741628 0.588991 4
0.382723 0.452737 0
0.565063 0.436881 0
0.35076 0.47315 0
0.568143 0.422846 0
0.498289 0.389117 0
0.436428 0.692301 0
0.603725 0.468397 0
0.58885 0.475244 0
0.698996 0.391536 0
0.675242 0.56652 1
0.645562 0.457587 0
0.415527 0.526149 0
0.291947 0.427233 0
0.437561 0.644688 0
0.333454 0.469013 0
0.543485 0.557518 0
0.441192 0.515413 0
0.570696 0.626296 0
0.706547 0.352662 4
0.443121 0.632249 0
0.323145 0.514262 0
0.700979 0.605833 1
0.679441 0.333864 4
0.715937 0.536977 4
0.479752 0.700788 0
0.410038 0.509989 0
0.490086 0.629423 0
0.466037 0.626851 0
0.323512 0.63935 4
0.447338 0.734832 0
0.555657 0.571502 0
0.570705 0.332248 0
0.622781 0.330693 4
0.600689 0.292815 0
0.667654 0.575272 1
0.30997 0.452653 0
0.612763 0.502757 0
0.328604 0.441313 0
0.306565 0.351961 4
0.605177 0.482149 0
0.440147 0.495594 0
0.598145 0.55326 4
0.443472 0.462254 0
0.422175 0.341039 0
0.455506 0.411712 0
0.472056 0.716568 0
0.734719 0.575854 4
0.515538 0.724576 0
0.327315 0.626381 4
0.434634 0.363416 0
0.383197 0.27621 4
0.480223 0.398718 0
0.537961 0.60774 0
0.319763 0.624192 4
0.528467 0.548024 0
0.477102 0.402281 0
0.333318 0.468498 0
0.675384 0.319703 4
0.409515 0.428427 0
0.500662 0.626592 0
0.498278 0.538201 0
0.501263 0.574849 0
0.689241 0.38632 0
0.744637 0.486579 0
0.547731 0.66846 0
0.39154 0.577629 0
0.55729 0.617882 0
0.541604 0.479915 0
0.513797 0.628531 0
0.479167 0.649591 0
0.672037 0.404096 0
0.395823 0.658845 4
0.578743 0.694188 4
0.60589 0.530394 0
0.407653 0.440707 0
0.427228 0.618506 0
0.516001 0.45853 0
0.591336 0.265449 4
0.486232 0.463547 0
0.411436 0.404496 0
0.410135 0.494647 0
0.467999 0.412873 0
0.581956 0.687203 4
0.679308 0.383563 0
0.389371 0.573406 0
0.496064 0.32909 0
0.678105 0.332927 4
0.34969 0.432993 0
0.285387 0.444062 0
0.480281 0.746557 0
0.275868 0.424931 0
0.716596 0.496177 0
0.627569 0.552347 1
0.308635 0.606506 4
0.518435 0.625593 0
0.325273 0.518664 0
0.536421 0.319285 0
0.636051 0.452177 0
0.655084 0.67377 2
0.381049 0.344285 4
0.697742 0.500285 0
0.29388 0.566032 4
0.395057 0.307761 4
0.587528 0.502985 0
0.475772 0.657116 0
0.576591 0.607363 0
0.431208 0.453605 0
0.427137 0.732422 0
0.509538 0.693178 0
0.51817 0.511141 0
0.448646 0.68119 0
0.682342 0.430784 0
0.530967 0.298529 0
0.600898 0.663543 0
0.467802 0.394784 0
0.591564 0.385065 4
0.387755 0.679711 4
0.367825 0.437216 0
0.43639 0.411283 0
0.626037 0.433024 0
0.477643 0.717474 0
0.505477 0.539542 0
0.522194 0.703181 0
0.471777 0.606465 0
0.505053 0.66941 0
0.650228 0.5707 1
0.309617 0.526591 0
0.624951 0.44761 0
0.505362 0.675069 0
0.623523 0.642175 2
0.510622 0.419119 0
0.291119 0.362465 4
0.341352 0.48369 0
0.61629 0.462639 0
0.706861 0.461308 0
0.518605 0.372526 0
0.681963 0.573433 1
0.566358 0.491354 0
0.70862 0.418448 0
0.524969 0.48561 0
0.661533 0.549532 1
0.465675 0.566997 0
0.641179 0.468606 0
0.435444 0.621155 0
0.358125 0.477791 0
0.449373 0.488194 0
0.363993 0.603208 0
0.412022 0.389329 0
0.589005 0.726746 4
0.431327 0.575066 0
0.492708 0.381475 0
0.58092 0.279201 0
0.614978 0.489429 0
0.490852 0.363788 0
0.41264 0.412252 0
0.325353 0.350407 4
0.697468 0.493922 0
0.496734 0.705996 0
0.368502 0.538241 0
0.377835 0.334701 4
0.492117 0.263302 4
0.40113 0.324996 4
0.688696 0.641825 2
0.441495 0.273924 4
0.444584 0.402546 0
0.646763 0.689445 2
0.495218 0.5429 0
0.619717 0.693813 2
0.29735 0.483082 0
0.620989 0.496619 0
0.568422 0.320046 0
0.480842 0.380709 0
0.513241 0.469002 0
0.697731 0.397722 0
0.462757 0.546525 0
0.731161 0.474336 0
0.450744 0.309056 4
0.461485 0.453547 0
0.643502 0.646384 2
0.330098 0.614298 4
0.60287 0.600848 0
0.43477 0.557563 0
0.693295 0.565453 1
0.524757 0.264012 4
0.500292 0.541869 0
0.652221 0.661786 2
0.290258 0.350733 4
0.507169 0.506485 0
0.291769 0.575869 4
0.37552 0.689876 4
0.617354 0.528188 0
0.63171 0.579554 1
0.40894 0.498329 0
0.681252 0.316444 4
0.440745 0.519653 0
0.372842 0.471876 0
0.411943 0.491837 0
0.743425 0.436169 0
0.494228 0.613346 0
0.593599 0.41016 0
0.57297 0.728395 4
0.659102 0.640855 2
0.609493 0.606362 0
0.488067 0.518043 0
0.57257 0.476283 0
0.435518 0.527978 0
0.653921 0.463351 0
0.506826 0.501065 0
0.494743 0.559715 0
0.497417 0.406149 0
0.523387 0.341094 0
0.4646 0.529103 0
0.594402 0.605752 0
0.567738 0.345478 0
0.612061 0.348438 4
0.277289 0.482031 0
0.339198 0.650837 4
0.414183 0.582043 0
0.46732 0.574 0
0.438974 0.391411 0
0.416556 0.585517 0
0.416366 0.358009 0
0.447227 0.323947 0
0.552949 0.611758 0
0.386077 0.558459 0
0.746577 0.485245 0
0.678768 0.544417 1
0.441744 0.530424 0
0.704136 0.429078 0
0.602587 0.651918 0
0.451501 0.549417 0
0.344068 0.314523 4
0.657166 0.339549 4
0.539113 0.40302 0
0.578591 0.27568 0
0.751753 0.498094 4
0.611623 0.354714 4
0.443941 0.589124 0
0.536475 0.469435 0
0.637559 0.584709 1
0.322681 0.466588 0
0.709329 0.636967 2
0.416707 0.409793 0
0.402268 0.446012 0
0.631241 0.456621 0
0.513873 0.295072 0
0.563068 0.691523 4
0.354085 0.484169 0
0.526465 0.444383 0
0.545713 0.58959 0
0.34558 0.451227 0
0.650714 0.636495 2
0.742533 0.534713 4
0.682327 0.635246 2
0.508134 0.563505 0
0.522108 0.38782 0
0.222518 0.78833 3
0.145967 0.763231 3
0.237499 0.765598 3
0.198029 0.709898 3
0.261665 0.670442 3
0.203042 0.734798 3
0.30649 0.690292 3
0.284278 0.738366 3
0.20531 0.742817 3
0.207718 0.750787 3
0.238799 0.754312 3
0.21802 0.718603 3
0.215245 0.771192 3
0.203935 0.78036 3
0.260757 0.718574 3
0.293135 0.714649 3
0.203996 0.818481 3
0.280357 0.716129 3
0.222448 0.672763 3
0.187957 0.786297 3
0.287297 0.79459 3
0.271275 0.75218 3
0.252602 0.737569 3
0.209213 0.754348 3
0.275276 0.785318 3
0.202908 0.705182 3
0.237559 0.825107 3
0.196437 0.730511 3
0.251462 0.798346 3
0.229273 0.737001 3
0.298323 0.76093 3
0.202968 0.798458 3
0.243987 0.803251 3
0.282345 0.650722 3
0.260554 0.723527 3
0.268758 0.724369 3
0.306381 0.789958 3
0.264704 0.76152 3
0.18299 0.727894 3
0.217025 0.736828 3
0.181824 0.77403 3
0.306559 0.733796 3
0.235278 0.738042 3
0.310009 0.788579 3
0.210346 0.687493 3
0.254112 0.765649 3
0.278149 0.727108 3
0.266083 0.791597 3
0.30033 0.723457 3
0.181522 0.709534 3
0.251278 0.743869 3
0.309863 0.777536 3
0.230746 0.68241 3
0.215699 0.762005 3
0.183518 0.798141 3
0.206258 0.769156 3
0.29475 0.748685 3
0.328114 0.810448 3
0.208239 0.738763 3
0.230559 0.694913 3
0.244399 0.765493 3
0.286691 0.761409 3
0.301484 0.703444 3
0.252824 0.775523 3
0.322086 0.760093 3
0.255789 0.749439 3
0.171958 0.736864 3
0.188028 0.724451 3
0.169385 0.71542 3
