0.699007 0.0530478 0.396383 1
2.98234 0.190918 0.449723 1
0.901899 0.922683 2.23177 1
1.10333 1.07448 1.77869 1
2.67506 0.163396 1.40783 1
2.23109 1.67153 1.9843 1
0.997918 0.162557 1.29792 1
3.34448 0.769526 3.81298 1
0.808214 3.15944 2.11239 1
1.44543 2.64579 2.09276 1
0.786213 3.3448 2.14581 1
1.1826 2.32713 2.33673 1
1.63232 3.22903 3.25941 1
3.86409 0.332358 0.33389 1
1.64278 3.00742 0.497287 1
3.05061 1.23851 2.16882 1
1.03491 2.23643 2.33138 1
2.33283 1.5809 3.1009 1
2.14581 2.38911 2.26034 1
0.258199 3.83454 0.906129 1
2.35096 0.620758 0.250926 1
0.496767 1.80335 2.57806 1
2.83349 3.43567 1.80709 1
2.0929 3.29976 2.13945 1
2.42679 0.942544 1.14687 1
2.92408 3.99315 2.38538 1
1.0929 1.02806 0.621805 1
3.42428 3.36089 2.20271 1
2.52518 1.5067 0.591822 1
0.785522 1.7649 0.426366 1
1.69165 0.115858 1.04712 1
1.94258 0.612624 2.85048 1
0.520636 3.44612 2.28615 1
2.32773 1.53902 1.58591 1
0.467176 3.96581 2.52846 1
1.61405 2.88989 2.52161 1
3.99943 3.98278 3.54967 1
0.621231 3.40706 2.91056 1
2.82394 1.93224 0.417261 1
3.41576 2.71777 2.18216 1
3.84213 0.409417 2.29802 1
0.88925 2.35199 2.91064 1
3.73973 2.87263 2.35676 1
2.02588 1.20036 3.89578 1
3.61179 1.66753 3.86158 1
2.14025 3.28158 2.75147 1
0.661855 3.28101 2.73425 1
0.211526 3.90224 2.14131 1
3.12209 2.72618 0.0735562 1
3.53935 2.14194 2.79132 1
1.72151 1.98406 3.20074 1
0.0195262 2.87331 1.55273 1
2.93017 2.61304 0.425362 1
1.28693 0.638915 1.62572 1
1.1827 0.250705 3.29325 1
1.04429 2.39095 2.57483 1
3.79575 3.05281 1.85584 1
2.53001 3.26433 1.75808 1
0.67132 2.38642 0.484252 1
0.744876 1.92577 2.62619 1
3.5362 3.64728 0.610248 1
2.73694 3.6668 3.48356 1
0.289667 2.59697 2.0966 1
0.715029 3.8839 2.73551 1
2.34075 1.0666 2.98622 1
1.634 2.11089 1.37717 1
0.208834 1.90664 0.429977 1
2.06467 0.436648 3.69431 1
3.82275 1.10797 2.08073 1
0.307003 1.85284 0.00649974 1
2.93319 1.38904 3.65378 1
3.54344 0.125977 3.32058 1
3.027 0.415645 1.91755 1
1.12359 1.13067 1.80145 1
3.85911 3.47142 2.86805 1
2.84532 1.10542 0.978941 1
0.222494 1.31426 2.88558 1
0.652471 3.37893 3.32223 1
0.346781 3.20168 0.430199 1
2.42751 3.50868 2.28304 1
2.43401 2.44188 3.67209 1
2.08779 1.98531 3.79806 1
1.40837 1.01231 0.213708 1
3.32593 2.13591 1.34438 1
1.12738 1.99501 0.815804 1
3.99543 0.840338 1.92123 1
0.974374 1.06283 3.23549 1
3.85996 1.7153 2.61442 1
3.18219 2.06208 1.8161 1
3.61239 0.489595 1.32478 1
1.89543 2.92361 3.76666 1
1.56752 1.0114 1.75197 1
1.36558 2.41977 2.76428 1
1.57929 1.74569 0.900192 1
2.92367 2.87307 2.89521 1
3.73947 2.8685 3.73554 1
1.6607 3.84288 0.798375 1
0.896188 3.70283 2.51368 1
3.5106 2.88502 0.575762 1
1.3267 2.49741 1.06536 1
