2.81902 2.00883 1.27676 -1
2.1783 2.65924 1.57704 -1
2.70963 1.6278 1.33562 -1
2.13033 2.40208 2.92887 -1 
1.94028 1.66157 2.67384 -1
1.84786 1.03718 1.49217 -1 
2.52062 1.91441 2.99454 -1
2.38547 1.21748 2.80995 -1
2.25949 2.74497 2.90757 -1
2.37561 1.81833 1.67277 -1 
1.87465 1.2421 2.54587 -1
1.66757 2.38551 2.61069 -1 
1.3066 2.7055 1.59629 -1
1.8651 2.46157 1.95028 -1
2.94989 1.14685 1.14714 -1
2.85075 1.22453 2.96747 -1
1.92597 2.09541 1.54394 -1
2.61487 1.01289 2.25746 -1
1.22673 2.65574 1.84853 -1
2.81852 2.25661 1.42906 -1
