0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0 0 0 0 0 
0.22 0.22 0.22 0.23 0.06 
0.89 0.88 0.89 0.88 0.03 
0.96 0.95 0.96 0.95 0.51 
1.02 1 1.01 1 0.24 
0.39 0.39 0.39 0.39 0.36 
0.88 0.87 0.87 0.86 0.09 
0.31 0.3 0.3 0.3 0.36 
0.93 0.93 0.93 0.93 0.08 
2.35 2.35 2.35 2.34 0.04 
0.17 0.16 0.17 0.16 0.42 
0.32 0.32 0.32 0.32 0.6 
1.27 1.26 1.27 1.25 0.24 
1.51 1.51 1.51 1.5 0.04 
0.39 0.38 0.39 0.38 0.14 
0.88 0.87 0.88 0.87 0 
0.51 0.52 0.51 0.51 0.09 
0.27 0.27 0.27 0.27 1.46 
1.51 1.51 1.52 1.51 0.03 
0.86 0.85 0.85 0.85 0.43 
0.34 0.35 0.34 0.34 0.16 
0.65 0.67 0.65 0.66 0.18 
2.19 2.18 2.19 2.17 0.01 
0.48 0.47 0.47 0.47 0.06 
0 0 0 0 0 
0 0 0 0 0 
2.33 2.33 2.32 2.32 0.07 
1.42 1.44 1.42 1.42 0.14 
0.45 0.45 0.45 0.45 0.82 
1.06 1.06 1.06 1.05 0.58 
0.35 0.35 0.35 0.35 0.08 
1.25 1.24 1.21 1.23 0.22 
0.14 0.14 0.14 0.14 1.14 
0.72 0.72 0.72 0.72 0.06 
0.96 0.95 0.96 0.95 0.07 
0.83 0.83 0.83 0.82 0.07 
1.38 1.37 1.38 1.37 0.01 
1.04 1.03 1.04 1.03 0.01 
0.58 0.58 0.58 0.57 0.27 
0.5 0.5 0.5 0.5 0.09 
0.9 0.89 0.9 0.89 0.03 
0.62 0.62 0.62 0.62 0.24 
1.32 1.31 1.32 1.31 0.04 
0.55 0.55 0.55 0.55 0.12 
1.26 1.26 1.26 1.26 0.28 
1.42 1.41 1.42 1.41 0.19 
0.1 0.1 0.1 0.1 0.48 
1.28 1.27 1.28 1.27 0.05 
0.68 0.68 0.65 0.66 0.04 
0.35 0.35 0.35 0.35 0.09 
0.4 0.4 0.4 0.4 0.35 
0.58 0.58 0.58 0.57 0.09 
0.59 0.59 0.59 0.58 0.09 
0.38 0.37 0.38 0.37 0.4 
0.66 0.66 0.66 0.66 0.1 
0.13 0.13 0.13 0.13 9.18 
0.12 0.12 0.12 0.12 0.41 
0.54 0.54 0.54 0.54 0.08 
0.11 0.14 0.12 0.14 0.12 
0.62 0.62 0.62 0.62 0.11 
0.58 0.58 0.58 0.58 0.04 
0.34 0.34 0.34 0.34 0.29 
0.88 0.87 0.88 0.87 0.14 
0.22 0.22 0.22 0.22 0.18 
0.82 0.81 0.82 0.81 0.28 
0.58 0.57 0.58 0.57 0.13 
0.48 0.48 0.48 0.48 0.07 
0.49 0.49 0.49 0.48 0.25 
0.42 0.41 0.42 0.41 0.12 
0.36 0.36 0.36 0.35 0.32 
1.02 1.01 1.02 1.01 0.05 
0.97 0.97 0.96 0.96 0.06 
1.08 1.07 1.07 1.06 0.32 
0.48 0.48 0.48 0.47 0.33 
2.09 2.07 2.08 2.06 0.02 
0.51 0.53 0.49 0.49 0.37 
0.9 0.88 0.89 0.89 0.06 
2.15 2.14 2.15 2.14 0.01 
0.91 0.91 0.91 0.9 0.11 
0.31 0.31 0.31 0.31 0.14 
0.19 0.19 0.18 0.18 0.3 
0.13 0.13 0.13 0.13 0.41 
0.79 0.79 0.78 0.78 0.32 
0.79 0.78 0.78 0.77 0.13 
0.51 0.51 0.51 0.51 0.02 
0.14 0.14 0.14 0.14 0.1 
0.64 0.64 0.64 0.64 0.06 
0.35 0.36 0.35 0.35 0.08 
0.64 0.64 0.64 0.63 0.05 
0.83 0.82 0.82 0.82 0.06 
0.72 0.73 0.72 0.72 0.07 
0.2 0.2 0.2 0.2 0.52 
0.87 0.86 0.87 0.86 0.1 
0.56 0.55 0.55 0.55 0.09 
0.43 0.42 0.43 0.42 0.12 
