3.13956 2.50191 3.72582 1
3.8975 3.02411 3.13807 1
3.16659 2.10631 3.48512 1
3.01868 3.69157 2.845 1
2.61669 3.97627 2.13907 1
3.59723 3.75714 3.18171 1
3.66178 2.0637 2.13772 1
3.52733 2.64505 3.50427 1
3.69694 2.02687 2.49103 1
3.91694 3.57297 2.026 1
2.00885 2.71252 2.52791 1
3.73467 2.61002 3.55201 1
2.87274 3.7766 3.65833 1
2.35786 2.79528 3.34989 1
3.20285 3.41197 3.32616 1
3.34193 3.00921 3.0833 1
2.52364 2.67099 3.147 1
2.66135 2.19832 3.79205 1
2.16562 3.89526 3.81891 1
2.65666 3.8122 3.39188 1
2.68265 3.82105 2.1044 1
3.21056 3.55572 2.71442 1
2.76257 2.42846 2.49102 1
2.4209 2.78632 3.2863 1
3.77079 3.98917 2.69827 1
3.09696 3.3311 3.70748 1
2.18026 3.85474 2.37847 1
3.32725 2.51609 2.57679 1
3.1193 2.68171 2.47205 1
2.93821 3.33837 2.28424 1
2.33009 2.02102 2.10529 1
2.43449 3.23158 3.66101 1
3.1489 3.99416 2.08947 1
3.63992 2.41506 2.87579 1
2.92622 2.18585 2.86496 1
3.6245 3.28281 2.19605 1
3.33197 3.46307 2.05079 1
3.71044 2.79032 2.56688 1
2.28723 3.90962 3.24859 1
2.75927 2.84783 2.58696 1
3.04352 3.17792 2.60799 1
3.14881 3.61241 3.83957 1
2.80982 2.76131 3.83373 1
2.89929 2.40124 2.24879 1
3.77508 3.32746 2.43464 1
2.64004 2.95196 3.71745 1
2.83609 2.28393 3.18051 1
2.88688 3.99437 3.97083 1
3.45376 2.2816 3.88045 1
2.70236 3.04087 2.72828 1
3.28932 2.08438 3.9062 1
3.89731 3.23319 3.51861 1
3.73688 2.04302 2.27992 1
3.5706 2.94231 2.68116 1
3.81939 2.71739 2.00862 1
2.25403 3.35742 2.96058 1
3.97147 2.19351 3.24451 1
3.15199 3.08039 3.23888 1
3.12282 2.53415 3.52047 1
3.00327 3.23651 2.56134 1
3.73155 2.52583 2.64573 1
3.63774 2.42314 3.87892 1
3.15635 2.16001 3.92193 1
3.43627 3.73062 2.86424 1
2.11743 3.55001 3.58163 1
2.12606 3.80403 2.93905 1
3.08664 3.77551 3.13257 1
2.33114 2.92749 2.21296 1
3.57002 2.05031 2.74712 1
3.0905 3.05358 3.98362 1
3.65184 2.78512 2.50945 1
2.29757 2.42286 2.93259 1
2.17648 3.57922 3.0926 1
2.09842 3.01549 2.82322 1
2.96266 3.13292 2.37322 1
2.54429 3.25898 2.17726 1
3.48335 2.34562 3.95276 1
2.61591 2.67676 2.88026 1
2.82888 2.24678 2.93057 1
3.57599 3.33728 3.98414 1
3.55962 2.98912 2.76926 1
2.06907 3.28669 3.19213 1
3.00165 3.46317 2.77134 1
2.09425 3.56159 3.78683 1
2.91747 2.52425 2.91976 1
3.29069 3.06854 2.17874 1
3.46795 2.55189 2.52436 1
3.42071 3.1678 3.20112 1
2.30097 3.99668 3.4479 1
3.23154 3.57267 2.78518 1
3.21568 3.13229 3.7743 1
3.98494 3.20135 3.06099 1
3.17707 2.20301 2.52416 1
3.94842 2.29726 2.08575 1
3.73525 3.21473 2.61 1
2.65501 2.50542 3.67854 1
2.83375 3.97337 2.23043 1
3.35811 3.39409 3.39823 1
2.55922 3.69506 3.39491 1
2.00712 2.9266 2.96758 1
